Project URL,Project Code,Title,Project General Description,Project Appraisal Report Link,Commitment in U.A,Country,Starting Date,Status,Source of Financing,Sector,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-AAZ-050,P-Z1-AAZ-050,Multinational - Grow Africa African Agribusiness Engine,"The proposed  operation concerning  a UA 4 million grant of additional funding from the Nigeria Trust Fund (NTF) under the Togo Agro-Food Processing Project (PTA-Togo). PTA-Togo being a pilot project implemented as part of the Togo AgropolesStrategic Development Plan 2017-2030and the Feed Africa Initiative 2016-2025. This NTF additional financing should allow for the development of  part  of  the  irrigated  areas  (for  sustainable  increase  in  agricultural  productivity)  and  also  helps  to guarantee  access  to  drinking  water  for  households  and  small  and  medium-sized  enterprises  (SMEs) located in village centres, particularly those involved in the processing of agricultural products and related service  delivery.  It is, therefore,intended  to  finance  the  implementation  of  these  two essential  components  that  would  increase  the  resilience  of  agro-pastoral  production  systems  and  boost agricultural processing capacities to ensure the achievement of the project’s expected outcomes. The  implementation of  activities  financed from  the NTF  loan  will  run  from  April  2019  to  31 December 2023.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/togo_agro-food_processing_project_pta-togo_additional_financing_from_the_nigeria_trust_fund_ntf_.pdf#page=1&zoom=auto,-13,843",731737.66,Multinational,43607,Implementation,Fund for African Private Sector Assistance,Agriculture and Rural Development,Non Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-TG-AA0-012,P-TG-AA0-012,Togo - Agro-Food Processing Project (PTA-TOGO) - Additional Financing,"The present intervention concerns the Cashew Nuts Sector and Agricultural Entrepreneurship Development Support Project (PADEFA-ENA). The project will help, through a sector value chain and integration approach, to create an enabling environment for developing small- and medium-sized enterprises (SMEs) in the cashew nut sector, for the employment of youths and women, and the creation of a sustainable impact on local development. The main expected outputs include: (i) re-profiling 145 km of access roads; (ii) building and equipping 5 RCN storage warehouses each with a capacity of one thousand tonnes; (iii) rehabilitating 15,000 ha of old cashew nut plantations and supporting the creation of a modern cashew orchard of 3,000 ha for an expected improved yield of 700 kg per hectare; (iv) supporting job creation, identified in the various links of the sector, for 10,000 youths and women; (v) supporting the construction and equipment of 20 satellite RCN shelling units for the benefit mainly of women and 20 walnut and cashew apple processing units; etc. The three (03) main components of the project are: (i) resilience of cashew producers and increased carbon sequestration potential; (ii) development of value chains; as well as (iii) project coordination and management.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Benin_-AR-_Cashew_Nuts_Sector_and_Agricultural_Entrepreneurship_Development_Support_Project__PADEFA-ENA_.pdf,4000000,Togo,43570,Implementation,Nigerian Trust Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-BJ-A00-005,P-BJ-A00-005,Benin - Cashew Nuts Sector and Agricultural Entrepreneurship Development Support Project (PADEFA-ENA),"The proposed operation is a Grant of UA 723,000 (about USD 1 million) from the MIC-TAF Grant resources to the Republic of Namibia to undertake Feasibility Study for design of Feed Africa - Agricultural Transformation Programme (FAATPRO)-related investment projects. The provision of the MIC TAF Grant will, therefore, facilitate the design of technically acceptable, economically sound, gender sensitive, sustainable bankable good quality FAATPRO-related projects which will promote quality at entry, as per Presidential Directive 02/2015, resulting in smooth implementation of planned activities. The proposed FAATPRO-related projects will contribute to Government’s core operational priority of infrastructure development and enhancing capacity, job creation, youth and women empowerment. FAATPRO-related projects shall act as agricultural growth poles linking producers to processors. This shall stimulate increased rural economic activities resulting in improved household incomes and rural livelihoods, especially for smallholder and emerging farmers. The estimated duration of planned activities, including recruitment of Consulting Firm, is 16 calendar months. At the end of the Feasibility Study (Final Report), the Government and the Bank shall prepare a completion report.",,13030000,Benin,43558,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-NA-AA0-009,P-NA-AA0-009,Namibia - Feasibility Study for Namibia Feed Africa - Agricultural Transformation Programme (FAATPRO),"The emergency assistance project for the fall armyworm was designed to provide emergency assistance to affected farmers. It’s a direct and immediate response to the emergency following a natural disaster caused by the invasion of a pest on the main food crops in Togo. This intervention aims to combat the invasion of the fall armyworm and reduce losses of corn and rice production. It’s indeed a support to the Government's efforts to strengthen agricultural resilience through the implementation of three (3) components that will lead to better coordination, establishment of a mechanism improved community-based surveillance, development of CLA integrated management action plan, restoration of livelihoods of vulnerable households and support for national production of biological and botanical pesticides by companies / cooperatives local. The three components of the project are: (i) strengthening the technical and equipment capacities of the Plant Protection Directorate; (ii) sustainable management and integrated pest management (IPM) against CLA and strengthening the livelihoods of vulnerable small producers; and (iii) Coordination and Communication.",,723000,Namibia,43526,Implementation,Middle Income Countries Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GN-A00-005,P-GN-A00-005,Guinea - Emergency aid for the integrated control of the Fall armyworm invasion,"The proposed facility is a multi-currency loan equivalent to US$75 million to DAL Group Co. Ltd – one of Sudan’s largest food and agriculture business groups. This is African Development Bank’s first private sector loan in Sudan. The Bank loan will contribute to DAL Group’s Investment Program, part of the company’s strategic growth initiative for Sudan and the East African region. Under this program, DAL Group aims to reduce the nation’s dependence on imports and increase its capacity to source and produce raw material locally. In its strategy DAL Group aims to strengthen its integrated value chain model, adopt the latest technology, and expand its food processing and packaging capacity. This will enhance the company’s capacity to locally source and produce raw materials and increase its market mix. The investment complements other non-lending interventions of the African Development Bank Group in Sudan. By partnering with DAL Group, the Bank will leverage on Sudan’s high agricultural potential as well as the experience and resilience of a private enterprise with a proven track record and deep knowledge of the country’s unique business environment. By strengthening its integrated value chain model, adopting the latest technologies, and expanding its food processing and packaging capacity, the DAL Group will enhance its ability to source and produce raw material locally and increase the range of its product offering. This is in line with its vision to provide affordable basic staple food to Sudan and the rest of Africa.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/sudan_-_the_dal_group_co._limited_-_project_summary_note_.pdf#page=1&zoom=100,-70,849",721625.68,Guinea,43496,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-TG-A00-005,P-TG-A00-005,Togo - Emergency aid for the fight against the Fall armyworm (Spodoptera frugiperda),"This Agricultural Transformation Support Project (PATAM) is designed to support the upstream and downstream agricultural production subsectors in the Brakna-Ouest region. Its aims to improve food security and the living conditions of target communities through the inclusive and sustainable development of crop sectors. The PATAM is fully consistent with the Accelerated Growth and Shared Prosperity Strategy (SCAPP) intended, among others, to consolidate the role of the agropastoral sector and transform it into a source of economic diversification and growth. The project will focus on the Brakna-Ouest region, considered a zone afflicted by extreme poverty (12 points higher than the national poverty rate), and will affect Trarza and Nouakchott regions. It will finance: (i) the establishment of the main irrigation infrastructure (vegetable farming areas for women on 200 ha and flood-recession farming areas on 3,300 ha); (ii) the promotion of value chains and of youth and women's entrepreneurship as well as the establishment of inclusive and innovative agricultural sector financing mechanisms (guarantee funds, agricultural insurance, etc.); and (iii) institutional capacity-building and project coordination. The project has identified the following three components: (i) transformative irrigation schemes; (ii) promotion of value chains, youth and women's entrepreneurship; and (iii) capacity building and project coordination.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/par-mauritania_-_agricultural_transformation_support_project_eng.pdf#page=1&zoom=auto,-14,842",720331.35,Togo,43493,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-SD-AAZ-009,P-SD-AAZ-009,Sudan - DAL Group Co. Limited,"The Rice Value Chain Transformation Programme (RVCP) is an investment operation financed with ADF grant with an initial phase which aims to up-scale production, productivity, value addition and reducing imports of rice in Gambia. The project will provide opportunities to capitalize on the Bank’s experience leveraging the private sector in agricultural value chains and on the experience of past projects (Multi NERICA Rice Dissemination Project and Livestock and Horticulture Development Project-LHDP) and ongoing operations such as the Food and Agriculture Sector Project (FASDEP) and the Agricultural Value Development Project (AVCDP). The RVCP will make use of opportunities (existence of markets, rice processing plants, prepared land (developed under the FASDEP) to increase the production and productivity of rice within the rice consolidated regions. It will rationalize the existing various rice varieties in the Country to promote 2 rice quality seed varieties producing mechanism under the NERICA project while mitigating potential risks along the rice value chain in the context of the Vision 2020 agenda. The Project has 3 components: (1) Production and Productivity Enhancement, (2) Agribusiness, Market and Capacity Development, and (3) Project Management. The first phase will be implemented over a period of five –years (2019-2023) with interventions predominantly in the Central River Region (CRR North and South) and the Upper River Region (URR), nonetheless, some value addition activities (processing, packaging and distribution) will be undertaken in other regions of the country, where such facilities exist. Subsequent phases will build on lessons learnt from the first phase and will utilize the interventions from the Islamic development Bank, from the country’s ADF 15 allocation.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/The_Gambia-_Approved_-_Rice_Value_Chain_Transformation_Programme__RVCP_.pdf,54101890.71,Sudan,43447,Implementation,African Development Bank,Agriculture and Rural Development,Non Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MR-AAC-011,P-MR-AAC-011,Mauritania - Agricultural Transformation Support Project (PATAM),"The Integrated Agro-industrial Park Support Project (IAIPSP) is designed to support the development of four (4) Integrated AgroIndustrial Parks (IAIPs), already commenced by the Government of Ethiopia (GoE). It aims to provide part of the infrastructure required for agro-industrial activities on the 4 IAIPs and develop requisite skills and agricultural value chain capacity to ensure competitiveness, productivity and inclusivity in their operation. The project aims also to contribute to the structural transformation of the economy, job creation and poverty reduction by contributing to inclusive and sustainable agro-industrial development in Ethiopia. The Expected project outputs include i) the development of waste (liquid/solid) management plants, potable water systems and 5 kilometre of critically needed access roads on 2 of the IAIPs, ii) training of relevant public officials in Staple Crop Processing Zone (SCPZ) coordination, iii) engagement of farmers, cooperatives and unions on value chain development, and iv) equipping the youth with technical (processing) and entrepreneurial skills. The project is structured around three interrelated components: (a) infrastructure development for agro-industrial development, (b) capacity building for sustainable agro-industrialization, etc., as well as project coordination and management.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/ethiopia_-_integrated_agro-_industrial_parks_support_project_iaipsp_-_eur_10.1_million_pagoda_grant_from_the_11th_european_development_fund_of_the_european_commission_-_appraisal_report_0.pdf#page=1&zoom=auto,-16,850",13000000,Mauritania,43446,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GM-AA0-016,P-GM-AA0-016,Gambia - Rice Value Chain Transformation Programme (RVCP),"The proposed operation is the first phase of the Shire Valley Transformation Program (SVTP-I) in Malawi. SVTP is a program of three sequential but partially overlapping phases (with different financiers entering at different times and in parallel financing arrangements). The program is to provide access to reliable gravity fed irrigation and drainage services, secure land tenure for smallholder farmers and strengthened management of wetlands and protected areas. SVTP-I will provide the necessary infrastructure and enabling environment to scale up the deployment of agricultural technologies under SVTP-II in line with the Technologies for African Agricultural Transformation (TAAT) framework to increase agricultural productivity and value addition. SVTP-II shifts investment focus to agricultural investment, private sector and value chain support, as well as the investments in bulk infrastructure for the SVIP-II area. Finally, SVTP-III is the massive scale up phase of investments to the SVIP-II area. SVTP-I has a time frame of seven years from 2018 to 2025 and total cost net of taxes and duties, is UA 155.93 million. The project has four main components, namely: (i) Irrigation Service and Infrastructure Provision; (ii) Land Tenure and Natural Resources Management Support; (iii) Agriculture development and Commercialization; and (iv) Project Management and Coordination.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Malawi-_Approval-_Project_Shire_Valley_Transformation_Program_Phase__1__SVTP-1_.pdf,5000000,Gambia,43440,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-ET-AAG-005,P-ET-AAG-005,Ethiopia - Integrated Agro-Industrial Parks Support Project (IAIPSP),"The Green Zones Development Support Project-Phase II was conceived by the Government of Kenya (GoK) and builds on success of the concluded GZDSP-1 project. GZDSP-1 contributed to the rehabilitation and protection for regeneration of 309,000ha of degraded forest land translating to 0.54% increase in the national forest cover and significantly increased (by 25%) the annual incomes of 375,912 households (40% female-headed) through direct employment, and income generating activities. The proposed project will provide new and more efficient ways of increasing forest cover, increasing food security, improve community livelihood through sustainable and inclusive commodity value chain and market development. It will be implemented in fifteen counties in Kenya namely; Embu, Meru, Machakos, Tharaka-Nithi, Nyeri, Murang’a, Kirinyaga, Kiambu, Nyandarua, Nakuru, Baringo, Kericho, Bomet, Nyamira and Kisii. These counties cover four forest conservancies and three out of five Kenya’s water towers including Mt. Kenya, Aberdares, and the Mau complex. The counties were selected based on levels of forest degradation, social economic and environmental vulnerability. The project, which will be implemented over a period of 6 years (2018-2024), comprises three main components (i) Forest Conservation and Livelihood Support (ii) Sustainable and Inclusive Value Chains Development and (iii) Project Management and Coordination. The total cost including price and physical contingencies, but excluding duties and taxes, is estimated at UA 37.50 million.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/KENYA-___AR__-_Rev3-APPROVED__-_Green_Zones_Development_Support_Project-Phase_II.pdf,11000000,Ethiopia,43439,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MW-AA0-024,P-MW-AA0-024,Malawi - Shire Valley Transformation and Irrigation Program –Phase 1 (SVTP-1),"The proposed operation is a 7-year, USD 600 million (USD150 million from the Bank, and USD 450 million from other financial institutions), receivable-backed, syndicated loan facility to Ghana Cocoa Board (COCOBOD) to finance key components of its Productivity Enhancement Programmes (PEPs). COCOBOD is a fully state-owned company solely responsible for Ghana’s cocoa industry, controlling the purchase, marketing and export of all cocoa beans produced in the country. The objective of the PEPs is to roll out a set of measures that will improve productivity per hectare and increase cocoa production levels well above 1 million tonnes per year (versus an average of 800,000 tonnes per year over the last ten years). The PEPs will mainly entail measures to sustainably increase plant fertility; develop irrigation systems;  rehabilitate  aged  and  disease-infected  farms;  increase  warehouse  capacity;  and  create  an integrated farmer database. The programmes will also provide short-term working capital support to local cocoa-processing companies, thus facilitating domestic value addition and consumption of cocoa products in Ghana. This long-term investment would help to boost cocoa production through the rehabilitation of ageing plantations, finance new warehouses to store cocoa beans longer and boost the processing of cocoa beans. The Bank is expected to play two roles in this transaction; namely (i) acting as initial Mandated Lead Arranger (MLA) ; and (ii) providing up to a maximum amount of USD 150 million secured senior loan to catalyze the participation of commercial lenders, given their customary limited risk appetite for tenures longer than the one-and three-year facilities that they have been accustomed to providing to COCOBOD.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/ghana_cocoa_board_psn.pdf#page=1&zoom=auto,-13,799",24500000,Malawi,43438,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-KE-AAD-005,P-KE-AAD-005,Kenya - Green Zones Development Support Project - Phase II,"The present intervention relates to the Support Project for the Transformation of Guinean Agriculture and Youth Agricultural Entrepreneurship (PATAG-EAJ). It aims to ensure the development of climate-smart agricultural value chains and the promotion of youth entrepreneurship through the sustainable revival of rice production and market gardening value chains in the Boké and Boffa Prefectures. This project is an essential response for supporting production and processing activities, and contributing to the improvement of the people's living conditions by promoting value chains and creating entrepreneurship opportunities for young people and women. It will: (i) help to boost production and productivity, and improve access to production and processing factors and markets; (ii) contribute to the development of climate-smart agricultural value chains that can employ a high number of young people and women; (iii) help to improve access to basic socioeconomic services for economic development; and (iv) build the capacity of the stakeholders involved in implementing PNIASAN/PASANDAD to achieve the objectives of PNDES in general, and of the PNDA in particular, and for better sector governance. The project has three main components, namely: (1) modernization and development of agricultural infrastructure; (2) development of youth value chains and agricultural entrepreneurship; and (3) project management.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Guinea_-_Approved_-Support_Project_for_the_Transformation_of_Guinea_Agriculture__and_Youth_Agricultural_Entrepreneurship___PATAG_EAJ_.pdf,33688954.92,Kenya,43437,Implementation,African Development Bank,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-A00-007,P-GH-A00-007,Ghana - Ghana Cocoa Board,"This project will support the preparation of a programme for irrigation development over an area of 135,000 ha. It concerns studies to create an enabling environment for investment in the irrigation subsector as a means of contributing to the reduction of food and nutritional insecurity, and spurring agricultural sector growth. The proposed studies will help the Chadian Government to prepare a programme for the development of irrigation over an area of 135,000 ha. The study will be conducted in three phases over a cumulative period of 11 months. However, the overall estimated duration of the project is a maximum of 24 months, including the time required to recruit the consultant, liaise and validate the documents. Its total cost is estimated at UA 800,000 (EUR 952, 000), net of taxes and duties. A dossier will be prepared at the end of the studies and submitted to the Government, which will be the basis for the organisation of a donors’ round table to mobilise resources for financing the first tranche of the 18,000 ha priority sites.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Guinea_-_Approved_-Support_Project_for_the_Transformation_of_Guinea_Agriculture__and_Youth_Agricultural_Entrepreneurship___PATAG_EAJ_.pdf,21915982.89,Ghana,43431,Completion,African Development Bank,Agriculture and Rural Development,Non Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GN-A00-004,P-GN-A00-004,Guinea - Support Project for the Transformation of Guinean Agriculture and Youth Agricultural Entrepreneurship (PATAG EAJ),"The project relates to emergency assistance for integrated control of fall armyworm invasion. It was designed to provide a direct and immediate response to the emergency following the invasion of this formidable pest of the main food crops and market gardening of Burkina Faso. Indeed, because of the scale of the invasion and the aggression of the pest, the aid aims to support the efforts made by the State and its partners for an effective fight against this fall armyworm and safeguard the harvesting of the current season and that of the next dry season, essential conditions for ensuring food security for the population. Emergency aid will initially limit the spread of the pest and the loss of production. Treatment equipment and biological and chemical products with a low impact on the fragile environment will be acquired and used on the plots of infested crops and also on the other host crops of the fall armyworm. The project has three (03) main components, namely: (1) strengthening biological and chemical control; (2) strengthening biological and chemical control; and (3) audit.",,7870000,Guinea,43425,Implementation,Transition Support Facility,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-TD-AB0-004,P-TD-AB0-004,Chad - Feasibility for the Development of 135 000 Ha of Irrigation Schemes,"The Savannah-Based Agricultural Value Chains Development Support Project (PADECAS), jointly financed with the International Fund for Agricultural Development (IFAD) seeks to sustainably grow food and beef production in Central African Republic (CAR). PADECAS complements IFAD's Agropastoral Production Revival Project (PREPAS). It stems from the CAR Government’s desire to make the agriculture and livestock sectors participate actively in the quest for economic growth capable of generating jobs and substantial incomes for rural communities. PADECAS, which will span five years (2019-2023) and cost UA 22.1 million (CFAF 17.3 billion), will be implemented in the Prefectures of Lobaye, Ombella-Mpoko and L’Ouham Péndé through three components as follows: (i) Development of agricultural and animal sectors; (ii) Institutional support to the agricultural sector; and (iii) Coordination and Management. It will experiment on a pilot basis : (a) new technologies for increasing productivity; (b) inclusive funding mechanisms; and (c) youth entrepreneurship. In addition, a mechanism will be put in place to monitor dynamics of the food and cattle sub-sectors as well as the initiative designed to extend social protection to rural areas.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Frca_-_savannah-based_agricultural_value_chains_development_support_project_padecas_-_project_appraisal_report.pdf#page=1&zoom=auto,-13,842",800000,Chad,43404,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-BF-A00-013,P-BF-A00-013,Burkina Faso - Emergency aid for the integrated control of the Fall armyworm invasion,"The Ghana Incentive-Based Risk-Sharing System for Agricultural Lending Project (GIRSAL) is designed within the context of Ghana’s ongoing agricultural transformation including the Ghana Shared Growth and Development Agenda II” (GSGDA II). The Project will enhance agriculture financing and sector transformation through increased capital inflows into critical value chains. Indeed, the role of GIRSAL is to help accelerate financing and interconnectedness of the agriculture sector to ensure that across its key components, it is functioning at optimal levels. The project is structured to support agriculture across the nation and views its national footprint as critical to providing support for Ghana’s balance of payments, macroeconomic stability, economic growth, food and nutrition security, job creation and poverty reduction. GIRSAL’s catalytic role in mobilizing private sector financing for agriculture will be critical to the success of emerging Government of Ghana initiatives such as the One District One Factory (1D1F) initiative. The initiative promotes agro-industrialization that will provide massive employment and wealth through value addition activities. The Project will have two Components: (i) Promoting de-risking for the Agriculture Sector; (ii) Project Management, Monitoring and Evaluation. GIRSAL will also leverage on the activities of the Savannah Zone Agricultural Productivity Improvement Project (SAPIP) and link up with Transformation of the African Savannah Initiative (TASI) as a vehicle for attracting private sector investment in agriculture. Furthermore, the Project will provide technical assistance, entrepreneurship and business management training to value chain actors to improve their business operations. The total cost is estimated at UA 44.64 million.",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Ghana-_Based_Risk_-Sharing_System_for_Agricultural_Lending_project_GIRSAL.pdf,720331.35,Burkina Faso,43403,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CF-A00-003,P-CF-A00-003,Central African Republic - Savannah-Based Agricultural Value Chains Development Support Project (PADECAS),"The proposed project is a technical assistance to Liberia’s fast-growing wood processing industry. The country has close to one million hectares of forest available for sustainable harvesting, and its forestry sector offers immense opportunities for domestic and international investors. Despite growing demand for veneers, plywood and furniture, production of processed wood products remains limited, due to the constraints of SME’s which still use rudimentary methods and have limited access to financing and market outlets. This US$1,000,000 project funded by Fund for Africa Private Sector Assistance (FAPA) presents an important opportunity to promote the private sector by scaling up the participation of Small and Medium Scale Enterprises (SMEs) in the secondary wood processing industry to promote inclusive green growth, employment and economic diversification in Liberia. The grant will strengthen the capacity of public and private sector players in the nation’s secondary wood processing industry and provide institutional support to small and medium-sized enterprises (SMEs). This will include the training of approximately 60 furniture producers and carpenters on value addition techniques, access to finance, market and marketing opportunities, business management skills, enterprise development planning, group dynamics and price negotiations.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/liberia_-_scaling_up_the_participation_of_smes_in_the_secondary_wood_processing_industry_in_liberia.pdf#page=1&zoom=auto,-13,848",8280000,Central African Republic,43395,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-A00-006,P-GH-A00-006,Ghana - Incentive-Based Risk-Sharing System for Agricultural Lending Project (GIRSAL),"The present intervention relates to the Livestock and Fish Farming Value Chains Development Project (PDCVEP). It’s designed because of the Cameroon Government’s desire to make the livestock and fisheries sub-sector participate actively in the quest for economic growth capable of generating jobs and significant incomes in rural communities. Initially, this operation was to be a component of the Agriculture Value Chains Programme (PDCVA). However, it was agreed to separate PD-CVEP from PD-CVA, due to the principle of institutional anchoring of programmes and projects. Therefore, PD-CVEP will focus on segments that hinder the proper operation of these three value chains and limit their competitiveness, namely: (i) genetic improvement; (ii) feeding/fattening; (iii) slaughter and conservation; (iv) transportation, processing and distribution of meat; and (v) the rearing, conservation, storage and processing of fish. This project, which will span five years and cost EUR 99.27 million (including EUR 84 million from the AfDB), addresses the need to modernise the production machinery, helping to ensure the population’s food and nutritional security and the profitability of cattle, pig and fish farms. The project has three (03) main components, namely: (1) development of the infrastructure necessary for the upgrading of the commodity chains; (2) capacity building of the actors of the three commodity chains; and (3) coordination and management of the project.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/board-documents/cameroun_-_livestock_and_fish_farming_value_chains_dev._project.pdf#page=1&zoom=auto,-13,848",10000000,Ghana,43369,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-LR-AAD-001,P-LR-AAD-001,Liberia - Scaling up the participation of Small and medium-sized enterprises (SMEs) in the secondary wood processing industry,"The Agriculture Value Chain and Youth Empowerment Project (AVACYEP) emerged from the need to promote a competitive and inclusive agribusiness in the Maputo and Gaza provinces. It is one of the three selected interventions planned for 2018 under the new CSP for Mozambique 2017-2022. This project consists of three approaches for scaling up agriculture water infrastructure development through: (i) increased horticultural crop production through value chain improvement, (ii) contribute to the introduction of best practice agricultural technologies to improve productivity of the red meat (i.e. cattle and goats) value chains, (iii) establishment of incubation centers for youth and women in order to promote entrepreneurship and agribusiness in order to create an appropriate and conducive environment for business development through advisor services and transfer of technologies to the beneficiaries of the program; (iv) through the aforementioned activities enhance the resilience to climate change and climate variability and risk. The total cost is 12.241 Units of Account (17.294 million dollars) over 5 years (2018-2023).",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Mozambique-_Approved--_Agricultural_Value_Chain_and_Youth_Employment_Project_AVACYEP.pdf,714494.96,Liberia,43357,Completion,,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CM-AAE-003,P-CM-AAE-003,Cameroon - Livestock and Fish Farming Value Chains Development Project (PD-CVEP),The Facility for Agriculture Finance in Africa (FAFINA) aims to foster the agricultural transformation of the continent from agriculture as way of life to agriculture as a business. The project is a holistic program that addresses some of the remaining constraints for the Bank Group to reach a very critical mass of the African population – its farmers. The facility to address the challenges will introduce several innovative instruments and structures namely: (a) independent fund management for initial supply driven identification and technical due diligence stages of processing; (b) technical assistance to bring proposals to bankability (c) first loss portfolio guarantees; and (d) pay for performance contract structures. The project main components are (i) concept and prefeasibility Stage; (ii) Facility implementation and supporting documents and (iii) TA assistance operations ramp-up.,"https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/multinational_-_facility_for_agricultural_finance_in_africa_fafina_-_technical_assistance_request.pdf#page=1&zoom=auto,-13,842",67205914.12,Cameroon,43355,Implementation,African Development Bank,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MZ-AA0-034,P-MZ-AA0-034,Mozambique - Agricultural Value Chain and Youth Empowerment Project (AVACYEP),"The Togo Agro-Food Processing Zone Project (PTA-Togo) is a pilot project implemented as part of the Togo Agropoles Strategic Development Plan 2017-2030 and the Feed Africa Initiative 2016-2025. The aim of the project is to create conditions conducive to private investment, notably in the processing of agricultural products, the supply of inputs and marketing, in the Kara region. It has four components: (a) support policy, governance and incentive measures; (b) infrastructure for processing and accessing agricultural inputs and services; (c) capacity building for actors in priority agricultural chains; and (d) coordination, management, monitoring and evaluation. This pilot project will be implemented over a five-year period at a total pre-tax cost of about UA 45,066,070 (about CFAF 35.194 billion).",https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/TOGO_-__APPROVED__-_Agro-Food_Processing_Zone_Project__PTA-TOGO_.pdf,11000000,Mozambique,43301,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
